,Pick,Years,Games,Minutes,FieldGoal_pcent,ThreePoint_pcent,Freethrow_pcent,Minutes_pg,Points_pg,Rebounds_pg,Assists_pg,Winshares,Winshares_p48,Box_plusminus,Value_over_replacement
671,12,16,1139,32573,0.503,0.328,0.663,28.6,12.4,5.7,1.8,70.6,0.104,0.5,20.4
672,13,4,231,3049,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2
673,14,4,296,8274,0.452,0.293,0.747,28.0,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2
674,15,10,651,17890,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9
675,16,12,720,16419,0.418,0.376,0.836,22.8,11.4,2.0,1.0,18.6,0.054,-2.2,-0.8
676,17,4,137,1978,0.511,0.0,0.624,14.4,4.2,3.4,0.3,3.0,0.073,-3.1,-0.6
677,18,13,860,19548,0.424,0.376,0.846,22.7,9.7,2.1,1.7,30.5,0.075,-1.3,3.3
678,19,2,113,1853,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1.0
679,20,11,616,10029,0.468,0.333,0.783,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4
680,21,6,328,5993,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1
681,22,14,904,20117,0.463,0.393,0.732,22.3,7.3,3.2,1.5,43.0,0.103,0.2,11.0
682,23,12,676,20287,0.443,0.341,0.77,30.0,12.5,5.3,1.8,29.0,0.069,-1.3,3.5
683,24,4,249,5965,0.399,0.36,0.84,24.0,9.1,2.4,2.2,14.2,0.114,1.7,5.6
684,25,3,38,361,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0.0,0.005,-6.1,-0.4
685,26,10,645,13439,0.413,0.37,0.837,20.8,9.7,1.7,3.0,19.2,0.069,-1.2,2.7
686,27,11,762,20829,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,0.077,-1.5,2.4
687,28,7,355,6812,0.555,0.143,0.697,19.2,7.9,5.0,1.2,25.3,0.178,1.1,5.4
688,29,3,51,426,0.423,0.294,0.783,8.4,4.1,1.0,0.3,0.4,0.045,-4.5,-0.3
689,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,31,9,513,11524,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5.0
691,32,2,62,461,0.321,0.283,0.783,7.4,2.0,0.8,0.8,0.4,0.043,-2.8,-0.1
692,33,2,13,39,0.318,0.0,0.0,3.0,1.1,0.9,0.2,-0.1,-0.084,-5.4,0.0
693,34,1,26,269,0.561,0.0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,0.5,0.2
694,35,8,514,10865,0.447,0.182,0.7,21.1,8.0,4.4,0.9,18.6,0.082,-2.6,-1.7
695,36,2,52,433,0.425,0.0,0.578,8.3,3.1,1.8,0.3,0.0,0.0,-5.2,-0.3
696,37,11,433,8271,0.463,0.34,0.705,19.1,5.4,3.9,2.1,18.5,0.107,0.3,4.7
697,38,5,135,1107,0.496,0.0,0.41,8.2,2.3,2.0,0.3,0.9,0.038,-5.7,-1.1
698,39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,40,1,10,28,0.273,0.0,0.0,2.8,0.6,0.0,0.2,-0.1,-0.226,-19.4,-0.1
700,41,2,70,780,0.483,0.0,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7
701,42,1,2,37,0.273,0.0,1.0,18.5,5.0,5.5,0.5,0.1,0.147,-4.7,0.0
702,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,46,1,16,303,0.451,0.0,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-4.4,-0.2
706,47,6,342,5348,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-2.1,-0.1
707,48,13,891,28719,0.481,0.36,0.776,32.2,14.0,7.4,3.4,85.3,0.143,3.1,36.5
708,49,7,318,3851,0.509,0.0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-3.6,-1.5
709,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,51,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,52,1,17,74,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-7.5,-0.1
712,53,2,18,58,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-10.3,-0.1
713,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,56,11,691,16119,0.434,0.316,0.791,23.3,10.3,2.7,4.1,28.8,0.086,-0.7,5.2
716,57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,59,1,33,270,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.6,-0.2
719,60,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,1,10,550,15806,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-1.6,1.5
721,2,16,1076,36242,0.493,0.32,0.813,33.7,19.1,8.1,1.9,115.7,0.153,1.7,33.4
722,3,3,161,3278,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.0,-2.4
723,4,8,402,7932,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13.0,0.078,-1.2,1.7
724,5,6,361,5586,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-3.0,-1.5
725,6,6,326,11561,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3
726,7,11,752,19279,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8
727,8,17,1117,34516,0.452,0.346,0.799,30.9,15.8,5.6,2.0,61.0,0.085,0.6,22.4
728,9,4,90,524,0.494,0.0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-4.6,-0.3
729,10,3,47,260,0.427,0.0,0.589,5.5,2.2,1.6,0.0,0.3,0.052,-5.1,-0.2
730,11,15,940,23964,0.447,0.415,0.892,25.5,12.8,2.0,2.0,63.7,0.128,0.6,16.0
731,12,6,292,3378,0.501,0.286,0.582,11.6,3.0,2.6,0.3,3.9,0.055,-4.1,-1.8
732,13,14,869,19062,0.449,0.349,0.732,21.9,5.7,3.7,1.4,39.3,0.099,0.6,12.4
733,14,8,502,11539,0.49,0.254,0.675,23.0,7.8,2.8,1.6,30.4,0.127,1.6,10.6
734,15,3,75,705,0.409,0.0,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.0,-0.5
735,16,5,299,4600,0.422,0.338,0.704,15.4,5.9,2.0,0.4,6.2,0.064,-1.6,0.5
736,17,7,314,5368,0.403,0.339,0.755,17.1,5.6,3.0,0.7,6.7,0.06,-2.2,-0.3
737,18,3,111,1044,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-4.8,-0.7
738,19,3,143,1535,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0.0,0.0,-3.5,-0.6
739,20,6,221,3064,0.51,0.172,0.542,13.9,4.0,3.5,0.6,7.2,0.113,0.1,1.6
740,21,16,957,28570,0.456,0.324,0.611,29.9,9.8,4.5,7.9,61.8,0.104,1.2,23.2
741,22,4,203,3095,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0.0,-0.001,-3.3,-1.0
742,23,4,256,4482,0.544,0.0,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-2.0,0.0
743,24,17,1070,34153,0.424,0.367,0.814,31.9,14.6,4.4,6.3,107.6,0.151,2.9,42.6
744,25,9,408,7329,0.42,0.332,0.807,18.0,7.6,1.9,1.1,9.2,0.06,-1.5,1.0
745,26,10,504,9840,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7
746,27,5,353,5281,0.409,0.337,0.739,15.0,4.9,1.5,3.4,4.3,0.039,-2.0,0.1
747,28,4,82,505,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-9.4,-0.9
748,29,4,189,2771,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7
749,30,3,151,1821,0.459,0.0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-3.3,-0.6
750,31,3,67,583,0.438,0.34,0.676,8.7,2.7,1.0,0.5,0.8,0.062,-3.2,-0.2
751,32,11,467,5657,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4.0
752,33,8,281,3092,0.467,0.111,0.717,11.0,3.0,2.3,0.4,5.0,0.078,-4.0,-1.6
753,34,4,82,702,0.402,0.0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.2,-0.4
754,35,12,842,24208,0.425,0.366,0.749,28.8,6.8,5.5,1.4,42.2,0.084,-0.9,6.7
755,36,6,403,6826,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16.0,0.113,-1.2,1.4
756,37,2,91,867,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5
757,38,1,7,38,0.3,0.0,0.667,5.4,1.4,1.9,0.1,0.0,0.06,-5.9,0.0
758,39,1,68,792,0.367,0.321,0.86,11.6,2.7,1.8,1.0,0.4,0.024,-3.1,-0.2
759,40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,41,2,27,156,0.514,0.0,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.7,0.0
761,42,7,397,9316,0.402,0.407,0.78,23.5,7.8,2.0,2.0,16.0,0.082,-1.0,2.4
762,43,2,26,172,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.0,0.0
763,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,45,2,102,1302,0.517,0.0,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.6,-0.9
765,46,2,68,711,0.34,0.25,0.643,10.5,2.1,1.0,1.8,0.1,0.008,-3.0,-0.2
766,47,16,1085,30499,0.489,0.341,0.736,28.1,13.4,7.1,2.2,95.4,0.15,1.9,29.9
767,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,49,5,239,3320,0.515,0.0,0.682,13.9,6.2,3.8,0.3,12.0,0.174,-1.6,0.3
769,50,10,518,6134,0.584,0.0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-4.1,-3.2
770,51,2,22,114,0.25,0.0,0.444,5.2,1.0,1.4,0.0,-0.1,-0.056,-9.1,-0.2
771,52,1,6,18,0.25,0.0,0.6,3.0,0.8,0.3,0.2,0.0,0.033,-2.9,0.0
772,53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,54,2,73,547,0.534,0.0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,0.0
774,55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,56,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,59,1,30,170,0.365,0.375,0.636,5.7,1.7,1.0,0.2,-0.2,-0.07,-8.5,-0.3
779,60,1,14,166,0.3,0.2,1.0,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.8,-0.2
780,1,14,706,19862,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,0.122,1.2,16.0
781,2,15,1072,30159,0.443,0.361,0.808,28.1,10.2,5.2,1.3,65.1,0.104,-0.4,12.3
782,3,12,845,28865,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.9,28.3
783,4,18,1203,41436,0.472,0.368,0.87,34.4,17.9,4.5,9.5,203.7,0.236,7.1,95.6
784,5,14,971,28829,0.412,0.329,0.79,29.7,11.2,3.0,5.2,40.2,0.067,-0.6,10.1
785,6,10,580,13914,0.418,0.382,0.791,24.0,8.7,3.1,1.0,24.7,0.085,-0.8,4.3
786,7,11,656,13578,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-0.6,4.7
787,8,13,890,19772,0.44,0.388,0.822,22.2,8.7,4.5,1.0,38.9,0.094,-0.4,8.0
788,9,6,225,2795,0.509,0.5,0.786,12.4,6.0,3.1,0.3,6.5,0.112,-3.0,-0.7
789,10,8,418,10690,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.4,9.1
790,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,12,2,34,168,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-5.2,-0.1
792,13,4,119,1868,0.458,0.231,0.746,15.7,6.9,4.0,1.0,2.6,0.068,-1.7,0.2
793,14,4,249,5037,0.431,0.368,0.741,20.2,10.0,2.0,1.3,3.6,0.035,-1.7,0.4
794,15,6,297,5714,0.412,0.304,0.674,19.2,5.4,2.3,1.0,3.1,0.026,-3.7,-2.4
795,16,6,377,6117,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.6,-2.4
796,17,10,586,18487,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.8,17.7
797,18,12,658,13026,0.417,0.361,0.818,19.8,9.7,2.5,0.9,18.4,0.068,-1.3,2.4
798,19,8,526,10624,0.49,0.191,0.726,20.2,9.4,4.0,0.8,20.4,0.092,-1.9,0.4
799,20,2,23,98,0.44,0.0,0.5,4.3,1.2,0.7,0.8,0.0,0.003,-3.7,0.0
800,21,11,618,13878,0.423,0.36,0.796,22.5,11.0,2.3,3.0,27.8,0.096,0.5,8.6
801,22,13,867,24140,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-0.9,6.5
802,23,10,549,11853,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.1,5.7
803,24,6,348,7797,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,0.1,4.2
804,25,8,473,7262,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.6,-4.6
805,26,10,618,11379,0.495,0.0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2.5,-1.4
806,27,7,409,8185,0.435,0.335,0.763,20.0,8.7,3.6,0.8,13.6,0.08,-2.3,-0.7
807,28,12,618,10353,0.533,0.16,0.612,16.8,5.2,4.4,0.6,26.1,0.121,-2.0,0.1
808,29,2,51,507,0.469,0.0,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.4,-0.3
809,30,12,829,24293,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76.0,0.15,1.1,19.2
810,31,3,157,2672,0.407,0.366,0.882,17.0,8.0,1.4,1.0,2.2,0.04,-2.9,-0.6
811,32,2,127,1683,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.0,-0.4
812,33,12,758,16410,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-0.8,5.1
813,34,16,849,17284,0.411,0.358,0.809,20.4,9.6,2.4,1.1,30.1,0.084,-0.4,6.9
814,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,36,13,825,18957,0.443,0.367,0.777,23.0,10.1,5.6,1.1,48.8,0.124,-0.1,9.0
816,37,10,473,8020,0.533,0.0,0.636,17.0,4.7,3.7,1.3,19.2,0.115,0.3,4.7
817,38,5,179,2660,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-0.4,1.1
818,39,6,200,2475,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-1.8,0.1
819,40,12,833,29011,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.4
820,41,2,85,987,0.387,0.189,0.746,11.6,4.0,0.9,1.9,-0.2,-0.007,-4.3,-0.6
821,42,1,17,144,0.605,0.0,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-0.7,0.0
822,43,1,5,6,0.0,0.0,0.0,1.2,0.0,0.2,0.0,-0.2,-1.264,-52.0,-0.1
823,44,1,6,9,0.0,0.0,0.0,1.5,0.0,0.7,0.0,0.0,0.155,5.2,0.0
824,45,17,1123,27104,0.419,0.351,0.842,24.1,13.9,2.2,3.4,65.7,0.116,1.4,23.2
825,46,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,47,2,26,325,0.405,0.324,0.794,12.5,5.0,1.5,0.8,0.5,0.068,-1.6,0.0
827,48,3,145,2348,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3.0,0.062,-2.1,0.0
828,49,9,564,12462,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.8,3.8
829,50,8,487,13463,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.6,1.4
830,51,1,23,212,0.404,0.0,0.5,9.2,2.1,1.9,0.7,0.0,0.004,-5.1,-0.2
831,52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,53,4,131,1555,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-4.6,-1.0
833,54,2,16,93,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-0.5,0.0
834,55,2,87,1150,0.452,0.0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.9,0.0
835,56,14,870,18323,0.57,0.332,0.673,21.1,7.0,5.4,1.2,55.3,0.145,0.3,10.6
836,57,12,806,20691,0.551,0.15,0.68,25.7,9.9,7.9,1.1,61.3,0.142,0.4,12.7
837,58,1,20,72,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-5.6,-0.1
838,59,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,60,2,30,234,0.37,0.32,0.5,7.8,2.7,1.0,0.5,-0.2,-0.043,-5.3,-0.2
840,1,18,1242,39457,0.587,0.214,0.567,31.8,15.7,11.8,1.3,141.7,0.172,1.9,39.0
841,2,10,616,19055,0.512,0.0,0.586,30.9,12.0,9.7,0.8,45.3,0.114,-0.6,6.8
842,3,11,744,20366,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-0.3,8.7
843,4,14,833,17188,0.486,0.178,0.794,20.6,6.3,2.4,3.0,29.9,0.084,-1.0,4.3
844,5,15,985,23963,0.432,0.325,0.796,24.3,10.8,2.2,3.9,54.9,0.11,0.6,15.5
845,6,8,391,10432,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,0.8,7.4
846,7,15,902,30941,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74.0,0.115,0.9,22.9
847,8,3,139,1585,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-7.2,-2.1
848,9,19,1231,39507,0.463,0.33,0.709,32.1,11.3,4.9,4.2,100.4,0.122,2.1,41.3
849,10,4,73,724,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-3.7,-0.3
850,11,10,516,11146,0.594,0.0,0.5,21.6,6.3,7.0,0.9,30.7,0.132,-0.4,4.6
851,12,4,97,1500,0.506,0.0,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-3.8,-0.7
852,13,10,564,12149,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5.0,0.02,-3.4,-4.2
853,14,13,800,14232,0.463,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,-1.7,1.2
854,15,14,915,26299,0.499,0.121,0.711,28.7,15.7,8.4,1.5,71.0,0.13,1.2,21.3
855,16,4,211,3540,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-1.2,0.7
856,17,13,894,29000,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51.0,0.084,1.7,27.2
857,18,16,977,26275,0.419,0.373,0.733,26.9,12.4,3.1,2.1,46.3,0.084,0.2,14.7
858,19,11,549,12280,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.9,9.1
859,20,14,878,24539,0.436,0.368,0.81,27.9,11.3,3.0,5.1,48.3,0.094,-0.1,11.6
860,21,2,6,28,0.0,0.0,0.5,4.7,0.7,1.5,0.0,-0.1,-0.163,-15.0,-0.1
861,22,4,143,2351,0.443,0.292,0.658,16.4,4.5,3.4,1.0,2.0,0.041,-3.5,-0.9
862,23,1,26,343,0.333,0.265,0.714,13.2,3.0,2.0,0.7,-0.2,-0.025,-5.3,-0.3
863,24,8,432,11842,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.9,8.7
864,25,14,820,18055,0.475,0.282,0.709,22.0,8.1,3.5,1.3,38.7,0.103,0.3,10.4
865,26,12,714,21559,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,1.0,16.1
866,27,10,581,8908,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16.0,0.086,-1.0,2.3
867,28,13,831,18185,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-0.9,4.9
868,29,4,189,2686,0.53,0.0,0.525,14.2,5.0,2.9,0.2,3.2,0.057,-4.4,-1.7
869,30,14,632,15087,0.509,0.023,0.63,23.9,7.2,7.2,1.2,46.4,0.148,0.3,8.8
870,31,2,87,1111,0.408,0.0,0.58,12.8,3.3,3.0,0.6,0.0,0.001,-5.1,-0.9
871,32,1,6,20,0.5,0.0,0.5,3.3,1.8,0.7,0.0,0.0,-0.108,-10.0,0.0
872,33,1,36,433,0.336,0.245,0.625,12.0,3.1,0.9,1.4,-0.2,-0.025,-5.3,-0.4
873,34,2,61,560,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
874,35,2,14,73,0.462,0.0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-5.5,-0.1
875,36,2,81,789,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-5.0,-0.6
876,37,10,492,6162,0.406,0.361,0.706,12.5,3.3,1.1,1.0,4.5,0.035,-3.8,-2.7
877,38,9,606,15526,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25.0,0.077,-1.2,3.2
878,39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,40,3,136,1436,0.404,0.0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
880,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,43,18,1118,32953,0.422,0.351,0.731,29.5,10.4,4.8,2.1,64.3,0.094,0.6,21.8
883,44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,45,3,128,1909,0.417,0.161,0.786,14.9,4.5,2.5,1.0,2.0,0.049,-2.0,0.0
885,46,2,46,316,0.519,0.0,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.8,-0.5
886,47,3,76,879,0.416,0.0,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-5.7,-0.8
887,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,50,1,31,272,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-5.9,-0.3
890,51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,53,2,42,588,0.293,0.224,0.714,14.0,3.2,2.0,0.6,-0.6,-0.047,-6.0,-0.6
893,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,55,1,16,77,0.483,0.5,1.0,4.8,2.2,0.2,0.7,0.0,-0.02,-4.8,0.0
895,56,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,57,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,58,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,59,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
